=== Sheet: README ===
《三国志：治世与乱世》数据母表 V0.1
项目	《三国志：治世与乱世》
文档类型	Excel 数据母表骨架
版本	V0.1
生成日期	2026-06-03
当前定位	用于系统策划、数值策划、程序和内容组协作；不是最终完整数据。
使用原则	先补字段和示例，再补全量内容；地图、武将库、技能库可在本母表基础上拆分专项。
设计底线	部队从城池出阵；携带随军粮草；大地图移动需要时间；移动和作战消耗粮草；战斗结果回流大地图；战后占领需要整合。
建议流程
1	程序组先审字段是否满足状态机和存档需要。
2	系统策划补充规则表、状态枚举和字段解释。
3	数值策划补充公式、参数范围和调参备注。
4	内容组再进入最终城池库、武将库、技能库、剧本初始状态。
=== Sheet: 表目录 ===
表名	类型	用途	来源章节	当前状态
master_region	主数据表	定义州、地理大区、战略归属和显示顺序。	05_世界结构与地图规则	草案
master_city	主数据表	定义城池静态属性，最终城池清单后续专项补齐。	05_世界结构与地图规则 / 16_数据库结构	草案
master_route_node	主数据表 / 关联表	定义大地图行军节点、道路、水路和补给通道。	05_世界结构与地图规则 / 12_军事行军补给	草案
master_force	主数据表	定义剧本中的势力静态信息和 AI 基础风格。	06_君主势力与汉室正统 / 16_数据库结构	草案
master_officer	主数据表	定义武将静态资料和基础能力；最终武将库后续专项补齐。	07_人才任命 / 10_武将能力特技战法 / 16_数据库结构	草案
officer_relation	关联表	定义宗族、旧主、姻亲、好友、仇敌、师徒等关系。	07_人才任命 / 11_外交谋略与人物关系	草案
appointment_policy	主数据表 / 规则表	合并记录岗位槽位、官职和政令配置入口，后续可拆表。	07_人才任命 / 09_政令官制	草案
city_governance	状态表 / 主数据表	记录城市动态状态、设施和新占恢复相关配置。	08_内政与治世系统 / 14_战后整合	草案
skill_tactic	主数据表 / 关联表	记录技能、战法、原型功能映射和三国化命名。	10_武将能力特技与战法	草案
military_supply	状态表 / 规则表	固定军事底线：城池出阵、移动耗时、携粮、消耗和缺粮惩罚。	12_军事行军与补给 / 23_时间系统	草案
battle_rules	规则表 / 状态表	记录战斗类型、士气、围城、港口、水路和结果回流规则。	13_野战攻城关隘与水战	草案
diplomacy_postwar	状态表 / 规则表	连接外交信用、谋略、劝降、声势扩散、归附和战后治理。	11_外交谋略 / 14_声势归附与战后整合	草案
ai_governorate	状态表 / 配置表	定义都督府范围、委任权限、AI 性格、目标选择和献策。	15_都督府委任与AI / 29_AI难度	草案
scenario_event	主数据表 / 状态表 / 文本表	定义剧本入口、初始归属、历史事件链和改史条件。	26_胜利终局 / 27_剧本历史事件与改史框架	草案
effect_formula_config	配置表 / 规则表	统一记录效果组、触发条件、公式 ID 和可调参数。	16_数据库结构 / 28_数值体系与平衡方法论	草案
=== Sheet: 字段字典 ===
sheet	field	type	required	key_or_ref	description	source	status
OFF_LIUBEI	刘备	玄德	群雄	161	223	M	CLAN_LIU	REG_YOU	84	76	78	80	98	65	92	复汉	UNIT_INFANTRY	TRAIT_RENDE,TRAIT_ZHAOFU	TACTIC_RALLY	魅力和归附路线核心，正面战力不压过五虎。	草案
OFF_SUNQUAN	孙权	仲谋	赤壁	182	252	M	CLAN_SUN	REG_YANG	82	68	80	86	89	78	82	守成	UNIT_NAVAL	TRAIT_MENWANG,TRAIT_JUNZHENG	TACTIC_NAVAL_ASSAULT	江东整合、水军和制衡型君主。	草案
OFF_GUANYU	关羽	云长	群雄	160	220	M	CLAN_GUAN	REG_SI	93	97	76	64	90	70	98	义理	UNIT_CAVALRY	TRAIT_WEIZHEN,TRAIT_YILI	TACTIC_CHARGE_BREAK	高统高武，适合前线压迫和威名声势。	草案
OFF_ZHANGFEI	张飞	翼德	群雄	167	221	M	CLAN_ZHANG	REG_YOU	86	98	54	38	72	64	94	义理	UNIT_SPEAR	TRAIT_MENGJIANG	TACTIC_TAUNT_ROAR	爆发和挑衅强，治理弱。	草案
OFF_ZHAOYUN	赵云	子龙	群雄	168	229	M	CLAN_ZHAO	REG_JI	88	96	75	70	86	45	96	义理	UNIT_GUARD	TRAIT_HUYI,TRAIT_DANQI	TACTIC_GUARD_RESCUE	护卫、机动、低野心高忠诚。	草案
OFF_ZHUGELIANG	诸葛亮	孔明	赤壁	181	234	M	CLAN_ZHUGE	REG_JING	92	38	100	98	95	55	95	复汉	UNIT_CROSSBOW	TRAIT_LONGZHONG,TRAIT_TUNTIAN	TACTIC_FIRE_STRATAGEM	军师、内政和持续补给核心。	草案
OFF_ZHOUYU	周瑜	公瑾	赤壁	175	210	M	CLAN_ZHOU	REG_YANG	91	72	96	84	92	70	88	江东	UNIT_NAVAL	TRAIT_SHUIJUN,TRAIT_YAOLUE	TACTIC_FIRE_STRATAGEM,TACTIC_NAVAL_ASSAULT	水战、火攻和军师战法核心。	草案
OFF_LUXUN	陆逊	伯言	三国	183	245	M	CLAN_LU	REG_YANG	90	66	95	89	86	58	90	江东	UNIT_CROSSBOW	TRAIT_YAOLUE,TRAIT_SHUIJUN	TACTIC_FIRE_STRATAGEM,TACTIC_COUNTER_DEFENSE	持久战、火攻和守势反击。	草案
OFF_SIMAYI	司马懿	仲达	三国	179	251	M	CLAN_SIMA	REG_SI	94	63	98	95	83	96	78	权谋	UNIT_INFANTRY	TRAIT_QUANMOU,TRAIT_JUNZHENG	TACTIC_CONFUSION	权谋、长期经营和后期局势核心。	草案
OFF_LVBU	吕布	奉先	群雄	156	199	M	CLAN_LU	REG_BING	86	100	42	25	58	92	45	功名	UNIT_CAVALRY	TRAIT_FEIJIANG	TACTIC_CHARGE_BREAK	最高武力样例，高野心低基础忠诚。	草案
OFF_DONGZHUO	董卓	仲颖	群雄	140	192	M	CLAN_DONG	REG_LIANG	78	82	58	45	30	98	35	军阀	UNIT_GUARD	TRAIT_BAFU,TRAIT_MENGJIANG	TACTIC_MORALE_BREAK	暴政、威压和负面民心样例。	草案
OFF_YUANSHAO	袁绍	本初	官渡	154	202	M	CLAN_YUAN	REG_JI	83	70	73	78	88	86	72	士族	UNIT_INFANTRY	TRAIT_MENWANG	TACTIC_RALLY	士族动员和门望型势力样例。	草案
OFF_XUNYU	荀彧	文若	官渡	163	212	M	CLAN_XUN	REG_YU	62	30	96	99	90	42	94	法度	UNIT_SUPPLY	TRAIT_JUNZHENG,TRAIT_TUNTIAN	TACTIC_RALLY	内政、官制、人才和正统维护。	草案
OFF_JIAXU	贾诩	文和	群雄	147	223	M	CLAN_JIA	REG_LIANG	78	45	97	84	72	72	82	权谋	UNIT_SCOUT	TRAIT_QUANMOU,TRAIT_LIJIAN	TACTIC_CONFUSION	谋略、离间、伪报样例。	草案
OFF_GUOJIA	郭嘉	奉孝	官渡	170	207	M	CLAN_GUO	REG_YU	72	35	98	82	84	55	88	霸府	UNIT_SCOUT	TRAIT_QIBING,TRAIT_YAOLUE	TACTIC_AMBUSH	高智谋短寿军师样例。	草案
OFF_ZHANGLIAO	张辽	文远	官渡	169	222	M	CLAN_ZHANG	REG_BING	91	93	78	58	82	55	86	功名	UNIT_CAVALRY	TRAIT_QIBING,TRAIT_WEIZHEN	TACTIC_CHARGE_BREAK	合肥、骑兵奇袭和少胜多样例。	草案
OFF_MACHAO	马超	孟起	赤壁	176	222	M	CLAN_MA	REG_LIANG	84	96	54	42	79	78	70	功名	UNIT_CAVALRY	TRAIT_FEIJIANG	TACTIC_CHARGE_BREAK	西凉骑兵和高武突击。	草案
OFF_HUANGZHONG	黄忠	汉升	赤壁	148	220	M	CLAN_HUANG	REG_JING	82	94	66	55	76	38	88	义理	UNIT_BOW	TRAIT_MENGJIANG	TACTIC_VOLLEY	老将、弓兵和稳定输出。	草案
OFF_GANNING	甘宁	兴霸	赤壁	175	222	M	CLAN_GAN	REG_YI	82	93	70	45	78	72	75	功名	UNIT_NAVAL	TRAIT_SHUIJUN,TRAIT_QIBING	TACTIC_NAVAL_ASSAULT	水军突袭和劫营。	草案
OFF_LUMENG	吕蒙	子明	三国	178	220	M	CLAN_LU	REG_YANG	89	82	88	78	80	62	84	江东	UNIT_NAVAL	TRAIT_SHUIJUN,TRAIT_QIBING	TACTIC_AMBUSH	成长型统帅和奇袭。	草案
OFF_TAISHICI	太史慈	子义	群雄	166	206	M	CLAN_TAISHI	REG_QING	78	92	70	52	83	58	86	义理	UNIT_BOW	TRAIT_MENGJIANG	TACTIC_VOLLEY	弓骑与勇将样例。	草案
OFF_DIAOCHAN	貂蝉		群雄			F	CLAN_NONE	REG_SI	22	18	82	64	96	45	80	谋略	UNIT_SCOUT	TRAIT_LIJIAN	TACTIC_CONFUSION	离间、谋略事件和魅力样例。	草案
OFF_ZHENJI	甄姬		官渡	183	221	F	CLAN_ZHEN	REG_JI	28	20	78	82	94	38	78	士族	UNIT_SUPPLY	TRAIT_MENWANG	TACTIC_RALLY	士族、婚姻关系和内廷影响样例。	草案
=== Sheet: master_unit_type ===
兵种主表 V0.3 首批样例
unit_type_id	name	category	battle_role	counter_to	weak_to	terrain_bonus	terrain_penalty	speed_base	food_cost_per_1000	recruit_cost_gold	morale_modifier	required_city_role	description	status
UNIT_INFANTRY	步兵	line	通用持线	UNIT_BOW	UNIT_CAVALRY	plain	river	10	55	90	0	military	基础兵种，训练和补员成本低，适合作为城池常备兵。	草案
UNIT_SPEAR	枪兵	line	反骑拒马	UNIT_CAVALRY	UNIT_CROSSBOW	pass	river	9	58	105	2	military	对骑兵有明显克制，适合关隘、窄道和守城外阵。	草案
UNIT_CAVALRY	骑兵	mobile	突击穿插	UNIT_BOW	UNIT_SPEAR	plain	mountain	14	75	160	4	frontline	高机动高粮耗，适合平原追击、奇袭和声势扩散。	草案
UNIT_BOW	弓兵	ranged	远程压制	UNIT_SPEAR	UNIT_CAVALRY	mountain	rain	9	50	120	0	military	远程消耗和守城辅助，遇骑兵冲击需要阵线保护。	草案
UNIT_CROSSBOW	弩兵	ranged	破甲齐射	UNIT_GUARD	UNIT_CAVALRY	pass	river	8	60	145	1	frontline	射程和破甲更强，训练成本较高，适合关隘和城防。	草案
UNIT_NAVAL	水军	naval	水路接战	UNIT_SUPPLY	UNIT_CROSSBOW	river	mountain	12	70	150	3	transport	在江河、港口、水路战中发挥主力价值。	草案
UNIT_SIEGE	攻城队	siege	破城器械	UNIT_GUARD	UNIT_CAVALRY	siege	field	6	85	220	-2	frontline	提高攻城进度，野战脆弱，需要护卫。	草案
UNIT_GUARD	亲卫	elite	护卫与坚守	UNIT_CAVALRY	UNIT_SIEGE	city	river	9	70	200	6	capital	高士气高成本，适合君主、名将护卫和关键城防。	草案
UNIT_SCOUT	斥候	support	侦察与伏击	UNIT_SIEGE	UNIT_GUARD	mountain	plain	15	35	80	-1	transport	提高视野、伏击和谋略命中，正面战力低。	草案
UNIT_SUPPLY	辎重	support	补给承载	UNIT_NONE	UNIT_CAVALRY	road	mountain	7	40	70	-4	transport	扩大携粮和远征半径，被袭会放大战役风险。	草案
=== Sheet: master_trait_v03 ===
特技主表 V0.3 首批样例
trait_id	name	trait_type	trigger_scope	trigger_timing	ability_threshold_type	ability_threshold_value	effect_group_id	condition_group_id	description_text_id	status
TRAIT_RENDE	仁德	diplomacy	force	city_occupied	charm	90	EFFG_TRAIT_RENDE	COND_POSTWAR_NEW_CITY	TXT_TRAIT_RENDE	active
TRAIT_ZHAOFU	招抚	momentum	governor	monthly_tick	charm	80	EFFG_TRAIT_ZHAOFU	COND_CITY_OCCUPIED	TXT_TRAIT_ZHAOFU	active
TRAIT_BAFU	霸府	military	force	monthly_tick	leadership	90	EFFG_TRAIT_BAFU		TXT_TRAIT_BAFU	active
TRAIT_JUNZHENG	军政	governance	central_office	monthly_tick	politics	85	EFFG_TRAIT_JUNZHENG		TXT_TRAIT_JUNZHENG	active
TRAIT_WEIZHEN	威震	momentum	commander	battle_start	leadership	90	EFFG_TRAIT_WEIZHEN		TXT_TRAIT_WEIZHEN	active
TRAIT_YILI	义烈	battle	army	battle_start	charm	85	EFFG_TRAIT_YILI	COND_SWORN_ALLY	TXT_TRAIT_YILI	active
TRAIT_MENGJIANG	猛将	battle	commander	battle_start	martial	90	EFFG_TRAIT_MENGJIANG		TXT_TRAIT_MENGJIANG	active
TRAIT_HUYI	护义	battle	commander	battle_start	leadership	80	EFFG_TRAIT_HUYI	COND_ALLY_LOW_MORALE	TXT_TRAIT_HUYI	active
TRAIT_DANQI	单骑	military	army	daily_tick	martial	90	EFFG_TRAIT_DANQI	COND_CAVALRY_OR_GUARD	TXT_TRAIT_DANQI	active
TRAIT_LONGZHONG	隆中策	scheme	strategist	monthly_tick	intellect	95	EFFG_TRAIT_LONGZHONG		TXT_TRAIT_LONGZHONG	active
TRAIT_TUNTIAN	屯田	supply	governor	monthly_tick	politics	85	EFFG_TRAIT_TUNTIAN	COND_FRONTLINE_CITY	TXT_TRAIT_TUNTIAN	active
TRAIT_SHUIJUN	水军督率	military	commander	battle_start	leadership	85	EFFG_TRAIT_SHUIJUN	COND_RIVER_OR_PORT	TXT_TRAIT_SHUIJUN	active
TRAIT_YAOLUE	遥略	scheme	strategist	battle_start	intellect	90	EFFG_TRAIT_YAOLUE		TXT_TRAIT_YAOLUE	active
TRAIT_QUANMOU	权谋	scheme	central_office	monthly_tick	intellect	90	EFFG_TRAIT_QUANMOU		TXT_TRAIT_QUANMOU	active
TRAIT_FEIJIANG	飞将	battle	commander	battle_start	martial	95	EFFG_TRAIT_FEIJIANG	COND_CAVALRY_UNIT	TXT_TRAIT_FEIJIANG	active
TRAIT_QIBING	奇兵	battle	commander	battle_start	intellect	80	EFFG_TRAIT_QIBING	COND_SCOUT_OR_MOUNTAIN	TXT_TRAIT_QIBING	active
TRAIT_LIJIAN	离间	scheme	strategist	monthly_tick	charm	85	EFFG_TRAIT_LIJIAN		TXT_TRAIT_LIJIAN	active
TRAIT_MENWANG	门望	diplomacy	force	monthly_tick	charm	85	EFFG_TRAIT_MENWANG		TXT_TRAIT_MENWANG	active
=== Sheet: officer_trait_v03 ===
武将特技关联 V0.3 首批样例
officer_id	trait_id	unlock_state	learned_day	source_type	slot_hint	status
OFF_CAOCAO	TRAIT_BAFU	unlocked		base	force	active
OFF_CAOCAO	TRAIT_JUNZHENG	unlocked		base	central_office	active
OFF_LIUBEI	TRAIT_RENDE	unlocked		base	force	active
OFF_LIUBEI	TRAIT_ZHAOFU	unlocked		base	governor	active
OFF_GUANYU	TRAIT_WEIZHEN	unlocked		base	commander	active
OFF_GUANYU	TRAIT_YILI	unlocked		base	army	active
OFF_ZHANGFEI	TRAIT_MENGJIANG	unlocked		base	commander	active
OFF_ZHAOYUN	TRAIT_HUYI	unlocked		base	commander	active
OFF_ZHAOYUN	TRAIT_DANQI	unlocked		base	army	active
OFF_ZHUGELIANG	TRAIT_LONGZHONG	unlocked		base	strategist	active
OFF_ZHUGELIANG	TRAIT_TUNTIAN	unlocked		base	governor	active
OFF_ZHOUYU	TRAIT_SHUIJUN	unlocked		base	commander	active
OFF_ZHOUYU	TRAIT_YAOLUE	unlocked		base	strategist	active
OFF_SIMAYI	TRAIT_QUANMOU	unlocked		base	central_office	active
OFF_LVBU	TRAIT_FEIJIANG	unlocked		base	commander	active
OFF_ZHANGLIAO	TRAIT_QIBING	unlocked		base	commander	active
OFF_DIAOCHAN	TRAIT_LIJIAN	unlocked		base	strategist	active
OFF_YUANSHAO	TRAIT_MENWANG	unlocked		base	force	active
=== Sheet: master_tactic_v03 ===
战法主表 V0.3 首批样例
tactic_id	name	tactic_type	caster_scope	target_type	range_type	cooldown_days	cost_type	cost_value	effect_group_id	condition_group_id	description_text_id	status
TACTIC_CHARGE_BREAK	陷阵突击	charge	commander	enemy	near	3	tactic_point	3	EFFG_TAC_CHARGE_BREAK	COND_CAVALRY_OR_GUARD	TXT_TAC_CHARGE_BREAK	active
TACTIC_VOLLEY	连弩齐射	fire	army	enemy	far	2	tactic_point	2	EFFG_TAC_VOLLEY	COND_BOW_OR_CROSSBOW	TXT_TAC_VOLLEY	active
TACTIC_COUNTER_DEFENSE	据险坚守	siege	commander	self	near	4	morale	8	EFFG_TAC_COUNTER_DEFENSE	COND_PASS_OR_CITY	TXT_TAC_COUNTER_DEFENSE	active
TACTIC_RALLY	整军鼓舞	inspire	commander	ally	area	3	tactic_point	2	EFFG_TAC_RALLY		TXT_TAC_RALLY	active
TACTIC_TAUNT_ROAR	怒喝挑阵	taunt	commander	enemy	near	3	morale	6	EFFG_TAC_TAUNT_ROAR		TXT_TAC_TAUNT_ROAR	active
TACTIC_FIRE_STRATAGEM	火计连营	fire	strategist	area	area	5	tactic_point	4	EFFG_TAC_FIRE_STRATAGEM	COND_DRY_OR_WIND	TXT_TAC_FIRE_STRATAGEM	active
TACTIC_AMBUSH	伏兵截击	ambush	strategist	enemy	route	4	tactic_point	3	EFFG_TAC_AMBUSH	COND_SCOUT_OR_MOUNTAIN	TXT_TAC_AMBUSH	active
TACTIC_CONFUSION	疑兵乱阵	confuse	strategist	enemy	far	4	tactic_point	3	EFFG_TAC_CONFUSION		TXT_TAC_CONFUSION	active
TACTIC_NAVAL_ASSAULT	楼船冲阵	naval	commander	enemy	near	3	tactic_point	3	EFFG_TAC_NAVAL_ASSAULT	COND_NAVAL_BATTLE	TXT_TAC_NAVAL_ASSAULT	active
TACTIC_SIEGE_PRESS	云梯压城	siege	army	city	near	4	food	800	EFFG_TAC_SIEGE_PRESS	COND_SIEGE_DEVICE	TXT_TAC_SIEGE_PRESS	active
TACTIC_GUARD_RESCUE	护主突围	inspire	commander	ally	near	5	morale	10	EFFG_TAC_GUARD_RESCUE	COND_ALLY_LOW_MORALE	TXT_TAC_GUARD_RESCUE	active
TACTIC_MORALE_BREAK	威压摧锋	taunt	commander	enemy	area	4	tactic_point	3	EFFG_TAC_MORALE_BREAK		TXT_TAC_MORALE_BREAK	active
=== Sheet: effect_group_v03 ===
效果组 V0.3
effect_group_id	name	source_type	source_id	execution_mode	status
EFFG_TRAIT_RENDE	仁德效果组	trait	TRAIT_RENDE	all	active
EFFG_TRAIT_ZHAOFU	招抚效果组	trait	TRAIT_ZHAOFU	all	active
EFFG_TRAIT_BAFU	霸府效果组	trait	TRAIT_BAFU	all	active
EFFG_TRAIT_JUNZHENG	军政效果组	trait	TRAIT_JUNZHENG	all	active
EFFG_TRAIT_WEIZHEN	威震效果组	trait	TRAIT_WEIZHEN	all	active
EFFG_TRAIT_YILI	义烈效果组	trait	TRAIT_YILI	all	active
EFFG_TRAIT_MENGJIANG	猛将效果组	trait	TRAIT_MENGJIANG	all	active
EFFG_TRAIT_HUYI	护义效果组	trait	TRAIT_HUYI	all	active
EFFG_TRAIT_DANQI	单骑效果组	trait	TRAIT_DANQI	all	active
EFFG_TRAIT_LONGZHONG	隆中策效果组	trait	TRAIT_LONGZHONG	all	active
EFFG_TRAIT_TUNTIAN	屯田效果组	trait	TRAIT_TUNTIAN	all	active
EFFG_TRAIT_SHUIJUN	水军督率效果组	trait	TRAIT_SHUIJUN	all	active
EFFG_TRAIT_YAOLUE	遥略效果组	trait	TRAIT_YAOLUE	all	active
EFFG_TRAIT_QUANMOU	权谋效果组	trait	TRAIT_QUANMOU	all	active
EFFG_TRAIT_FEIJIANG	飞将效果组	trait	TRAIT_FEIJIANG	all	active
EFFG_TRAIT_QIBING	奇兵效果组	trait	TRAIT_QIBING	all	active
EFFG_TRAIT_LIJIAN	离间效果组	trait	TRAIT_LIJIAN	all	active
EFFG_TRAIT_MENWANG	门望效果组	trait	TRAIT_MENWANG	all	active
EFFG_TAC_CHARGE_BREAK	陷阵突击效果组	tactic	TACTIC_CHARGE_BREAK	all	active
EFFG_TAC_VOLLEY	连弩齐射效果组	tactic	TACTIC_VOLLEY	all	active
EFFG_TAC_COUNTER_DEFENSE	据险坚守效果组	tactic	TACTIC_COUNTER_DEFENSE	all	active
EFFG_TAC_RALLY	整军鼓舞效果组	tactic	TACTIC_RALLY	all	active
EFFG_TAC_TAUNT_ROAR	怒喝挑阵效果组	tactic	TACTIC_TAUNT_ROAR	all	active
EFFG_TAC_FIRE_STRATAGEM	火计连营效果组	tactic	TACTIC_FIRE_STRATAGEM	all	active
EFFG_TAC_AMBUSH	伏兵截击效果组	tactic	TACTIC_AMBUSH	all	active
EFFG_TAC_CONFUSION	疑兵乱阵效果组	tactic	TACTIC_CONFUSION	all	active
EFFG_TAC_NAVAL_ASSAULT	楼船冲阵效果组	tactic	TACTIC_NAVAL_ASSAULT	all	active
EFFG_TAC_SIEGE_PRESS	云梯压城效果组	tactic	TACTIC_SIEGE_PRESS	all	active
EFFG_TAC_GUARD_RESCUE	护主突围效果组	tactic	TACTIC_GUARD_RESCUE	all	active
EFFG_TAC_MORALE_BREAK	威压摧锋效果组	tactic	TACTIC_MORALE_BREAK	all	active
EFFG_SYN_SWORN_BROTHERS	结义同阵效果组	battle	SYN_LIUGUANZHANG	all	active
EFFG_SYN_COMMANDER_STRATEGIST	主将军师协同效果组	battle	SYN_COMMANDER_STRATEGIST	all	active
EFFG_SYN_CAVALRY_PLAIN	平原骑兵协同效果组	battle	SYN_CAVALRY_PLAIN	all	active
EFFG_SYN_NAVAL_RIVER	河网水军协同效果组	battle	SYN_NAVAL_RIVER	all	active
EFFG_SYN_MOMENTUM_FAMOUS_WIN	名将大胜声势效果组	battle	SYN_MOMENTUM_FAMOUS_WIN	all	active
=== Sheet: effect_definition_v03 ===
效果定义 V0.3
effect_id	effect_group_id	trigger_timing	target_scope	stat_key	operation	value	duration_type	duration_value	condition_group_id	stack_rule	priority	status
EFF_RENDE_ORDER	EFFG_TRAIT_RENDE	city_occupied	city	public_order	add_flat	8	instant		COND_POSTWAR_NEW_CITY	same_source_no_stack	40	active
EFF_RENDE_SURRENDER	EFFG_TRAIT_RENDE	city_occupied	force	surrender_rate	add_pct	0.08	days	30	COND_POSTWAR_NEW_CITY	same_source_no_stack	50	active
EFF_ZHAOFU_RECOVERY	EFFG_TRAIT_ZHAOFU	monthly_tick	city	recovery_progress	add_flat	10	while_active		COND_CITY_OCCUPIED	same_trait_no_stack	50	active
EFF_BAFU_PRESTIGE	EFFG_TRAIT_BAFU	monthly_tick	force	prestige_base	add_flat	2	while_active			same_source_no_stack	60	active
EFF_JUNZHENG_MOBILIZE	EFFG_TRAIT_JUNZHENG	monthly_tick	owned_city	mobilization_days	add_flat	-1	while_active			same_source_no_stack	55	active
EFF_WEIZHEN_MORALE	EFFG_TRAIT_WEIZHEN	battle_start	enemy_army	morale_current	add_flat	-8	battle			same_trait_no_stack	45	active
EFF_YILI_SYNC	EFFG_TRAIT_YILI	battle_start	self_army	battle_power	add_pct	0.08	battle		COND_SWORN_ALLY	same_trait_no_stack	50	active
EFF_MENGJIANG_DAMAGE	EFFG_TRAIT_MENGJIANG	battle_start	self_army	melee_damage	add_pct	0.12	battle			same_trait_no_stack	50	active
EFF_HUYI_RESCUE	EFFG_TRAIT_HUYI	battle_start	ally_army	morale_current	add_flat	10	instant		COND_ALLY_LOW_MORALE	same_source_no_stack	45	active
EFF_DANQI_SPEED	EFFG_TRAIT_DANQI	daily_tick	self_army	movement_speed	add_pct	0.08	while_active		COND_CAVALRY_OR_GUARD	same_trait_no_stack	55	active
EFF_LONGZHONG_AI	EFFG_TRAIT_LONGZHONG	monthly_tick	force	ai_target_score	add_flat	12	while_active			same_source_no_stack	65	active
EFF_TUNTIAN_FOOD	EFFG_TRAIT_TUNTIAN	monthly_tick	owned_city	food_income	add_pct	0.16	while_active		COND_FRONTLINE_CITY	same_source_no_stack	50	active
EFF_SHUIJUN_POWER	EFFG_TRAIT_SHUIJUN	battle_start	self_army	naval_power	add_pct	0.18	battle		COND_RIVER_OR_PORT	same_trait_no_stack	50	active
EFF_YAOLUE_TACTIC	EFFG_TRAIT_YAOLUE	battle_start	self_army	tactic_point_gain	add_flat	1	battle			same_source_no_stack	55	active
EFF_QUANMOU_SCHEME	EFFG_TRAIT_QUANMOU	monthly_tick	force	scheme_success_rate	add_pct	0.1	while_active			same_source_no_stack	50	active
EFF_FEIJIANG_CHARGE	EFFG_TRAIT_FEIJIANG	battle_start	self_army	charge_damage	add_pct	0.2	battle		COND_CAVALRY_UNIT	same_trait_no_stack	50	active
EFF_QIBING_AMBUSH	EFFG_TRAIT_QIBING	battle_start	self_army	ambush_damage	add_pct	0.18	battle		COND_SCOUT_OR_MOUNTAIN	same_trait_no_stack	50	active
EFF_LIJIAN_LOYALTY	EFFG_TRAIT_LIJIAN	monthly_tick	enemy_officer	loyalty_current	add_flat	-4	days	30		same_source_no_stack	45	active
EFF_MENWANG_DIP	EFFG_TRAIT_MENWANG	monthly_tick	force	diplomacy_success_rate	add_pct	0.07	while_active			same_source_no_stack	45	active
EFF_TAC_CHARGE_DAMAGE	EFFG_TAC_CHARGE_BREAK	tactic_cast	enemy_army	troop_damage	add_flat	900	instant		COND_CAVALRY_OR_GUARD	allow_multi_source	50	active
EFF_TAC_VOLLEY_DAMAGE	EFFG_TAC_VOLLEY	tactic_cast	enemy_army	troop_damage	add_flat	650	instant		COND_BOW_OR_CROSSBOW	allow_multi_source	50	active
EFF_TAC_DEFENSE	EFFG_TAC_COUNTER_DEFENSE	tactic_cast	self_army	battle_power	mul	1.15	days	2	COND_PASS_OR_CITY	same_source_no_stack	40	active
EFF_TAC_RALLY	EFFG_TAC_RALLY	tactic_cast	ally_army	morale_current	add_flat	12	instant			allow_multi_source	45	active
EFF_TAC_TAUNT	EFFG_TAC_TAUNT_ROAR	tactic_cast	enemy_army	target_lock	set	caster_army_id	days	1		highest_priority	35	active
EFF_TAC_FIRE_DAMAGE	EFFG_TAC_FIRE_STRATAGEM	tactic_cast	enemy_army	troop_damage	add_flat	1000	instant		COND_DRY_OR_WIND	allow_multi_source	50	active
EFF_TAC_FIRE_MORALE	EFFG_TAC_FIRE_STRATAGEM	tactic_cast	enemy_army	morale_current	add_flat	-14	instant		COND_DRY_OR_WIND	allow_multi_source	45	active
EFF_TAC_AMBUSH	EFFG_TAC_AMBUSH	tactic_cast	enemy_army	battle_power	mul	0.82	days	1	COND_SCOUT_OR_MOUNTAIN	same_source_no_stack	45	active
EFF_TAC_CONFUSION	EFFG_TAC_CONFUSION	tactic_cast	enemy_army	tactic_disabled_days	add_flat	1	instant			same_source_no_stack	40	active
EFF_TAC_NAVAL	EFFG_TAC_NAVAL_ASSAULT	tactic_cast	enemy_army	naval_damage	add_flat	850	instant		COND_NAVAL_BATTLE	allow_multi_source	50	active
EFF_TAC_SIEGE	EFFG_TAC_SIEGE_PRESS	tactic_cast	city	siege_progress	add_flat	12	instant		COND_SIEGE_DEVICE	allow_multi_source	50	active
EFF_TAC_GUARD_RESCUE	EFFG_TAC_GUARD_RESCUE	tactic_cast	ally_army	retreat_blocked	set	True	days	1	COND_ALLY_LOW_MORALE	same_source_no_stack	35	active
EFF_TAC_MORALE_BREAK	EFFG_TAC_MORALE_BREAK	tactic_cast	enemy_army	morale_current	add_flat	-16	instant			allow_multi_source	45	active
EFF_SYN_SWORN_MORALE	EFFG_SYN_SWORN_BROTHERS	battle_start	self_army	morale_current	add_flat	8	battle		COND_SWORN_ALLY	same_source_no_stack	45	active
EFF_SYN_CMD_STR_TACTIC	EFFG_SYN_COMMANDER_STRATEGIST	battle_start	self_army	tactic_point_gain	add_flat	1	battle		COND_LEAD_INT_90	same_source_no_stack	50	active
EFF_SYN_CAVALRY_PURSUIT	EFFG_SYN_CAVALRY_PLAIN	battle_start	self_army	pursuit_damage	add_pct	0.12	battle		COND_CAVALRY_ON_PLAIN	same_source_no_stack	50	active
EFF_SYN_NAVAL_SPEED	EFFG_SYN_NAVAL_RIVER	battle_start	self_army	movement_speed	add_pct	0.1	battle		COND_NAVAL_BATTLE	same_source_no_stack	50	active
